cidad_cod,uf_cod,cidad_des,cidad_cod_ibge,cidad_des_abrev,cidad_tip,cidad_cod_prftra,cidad_cod_siafi
3132909,MG,ITAMOGI,3132909,,,,4657
3133204,MG,ITANHOMI,3133204,,,,4663
3133402,MG,ITAPAGIPE,3133402,,,,4667
3133600,MG,ITAPEVA,3133600,,,,4671
3133808,MG,ITAUNA,3133808,,,,4675
3134004,MG,ITINGA,3134004,,,,4679
3134400,MG,ITURAMA,3134400,,,,4687
3134608,MG,JABOTICATUBAS,3134608,,,,4691
3135001,MG,JAGUARACU,3135001,,,,4699
3135407,MG,JECEABA,3135407,,,,4707
3135605,MG,JEQUITAI,3135605,,,,4711
3135803,MG,JEQUITINHONHA,3135803,,,,4715
3136207,MG,JOAO MONLEVADE,3136207,,,,4723
3136603,MG,NOVA UNIAO,3136603,,,,4731
3136702,MG,JUIZ DE FORA,3136702,,,,4733
3136900,MG,JURUAIA,3136900,,,,4737
3137106,MG,LAGAMAR,3137106,,,,4741
3137304,MG,LAGOA DOS PATOS,3137304,,,,4745
3137502,MG,LAGOA FORMOSA,3137502,,,,4749
3137700,MG,LAJINHA,3137700,,,,4753
3137908,MG,LAMIM,3137908,,,,4757
3138104,MG,LASSANCE,3138104,,,,4761
3138302,MG,LEANDRO FERREIRA,3138302,,,,4765
3138500,MG,LIBERDADE,3138500,,,,4769
3138906,MG,MACHACALIS,3138906,,,,4777
3139102,MG,MADRE DE DEUS DE MINAS,3139102,,,,4781
3139300,MG,MANGA,3139300,,,,4785
3139706,MG,MARAVILHAS,3139706,,,,4793
3139805,MG,MAR DE ESPANHA,3139805,,,,4795
3139904,MG,MARIA DA FE,3139904,,,,4797
3140100,MG,MARILAC,3140100,,,,4801
3140308,MG,MARLIERIA,3140308,,,,4805
3140506,MG,MARTINHO CAMPOS,3140506,,,,4809
3140704,MG,MATEUS LEME,3140704,,,,4813
3140902,MG,MATIPO,3140902,,,,4817
3141108,MG,MATOZINHOS,3141108,,,,4821
3141504,MG,MENDES PIMENTEL,3141504,,,,4829
3141702,MG,MESQUITA,3141702,,,,4833
3141900,MG,MINDURI,3141900,,,,4837
3142106,MG,MIRADOURO,3142106,,,,4841
3142502,MG,MONJOLOS,3142502,,,,4849
3142700,MG,MONTALVANIA,3142700,,,,4853
3142908,MG,MONTE AZUL,3142908,,,,4857
3143104,MG,MONTE CARMELO,3143104,,,,4861
3143401,MG,MONTE SIAO,3143401,,,,4867
3143609,MG,MORRO DA GARCA,3143609,,,,4871
3143807,MG,MUNHOZ,3143807,,,,4875
3144003,MG,MUTUM,3144003,,,,4879
3144201,MG,NACIP RAYDAN,3144201,,,,4883
3144409,MG,NATERCIA,3144409,,,,4887
3144607,MG,NEPOMUCENO,3144607,,,,4891
3144805,MG,NOVA LIMA,3144805,,,,4895
3145000,MG,NOVA PONTE,3145000,,,,4899
3145208,MG,NOVA SERRANA,3145208,,,,4903
3145406,MG,OLARIA,3145406,,,,4907
3145604,MG,OLIVEIRA,3145604,,,,4911
3145802,MG,ONCA DE PITANGUI,3145802,,,,4915
3146008,MG,OURO FINO,3146008,,,,4919
3146206,MG,OURO VERDE DE MINAS,3146206,,,,4923
3146404,MG,PAINEIRAS,3146404,,,,4927
3146602,MG,PAIVA,3146602,,,,4931
3127057,MG,FRONTEIRA DOS VALES,3127057,,,,4935
3146909,MG,PAPAGAIOS,3146909,,,,4937
3147006,MG,PARACATU,3147006,,,,4939
3147303,MG,PARAISOPOLIS,3147303,,,,4945
3147808,MG,PASSA-VINTE,3147808,,,,4955
3147907,MG,PASSOS,3147907,,,,4957
3148004,MG,PATOS DE MINAS,3148004,,,,4959
3148103,MG,PATROCINIO,3148103,,,,4961
3148301,MG,PAULA CANDIDO,3148301,,,,4965
3148509,MG,PAVAO,3148509,,,,4969
3148707,MG,PEDRA AZUL,3148707,,,,4973
3148905,MG,PEDRA DO INDAIA,3148905,,,,4977
3149101,MG,PEDRALVA,3149101,,,,4981
3149408,MG,PEDRO TEIXEIRA,3149408,,,,4987
3149606,MG,PEQUI,3149606,,,,4991
3149804,MG,PERDIZES,3149804,,,,4995
3150000,MG,PESCADOR,3150000,,,,4999
3150208,MG,PIEDADE DE PONTE NOVA,3150208,,,,5003
3150406,MG,PIEDADE DOS GERAIS,3150406,,,,5007
3150604,MG,PIRACEMA,3150604,,,,5011
3150802,MG,PIRANGA,3150802,,,,5015
3151008,MG,PIRANGUINHO,3151008,,,,5019
3151206,MG,PIRAPORA,3151206,,,,5023
3151602,MG,PLANURA,3151602,,,,5031
3151800,MG,POCOS DE CALDAS,3151800,,,,5035
3152006,MG,POMPEU,3152006,,,,5039
3152204,MG,PORTEIRINHA,3152204,,,,5043
3152402,MG,POTE,3152402,,,,5047
3152600,MG,POUSO ALTO,3152600,,,,5051
3152808,MG,PRATA,3152808,,,,5055
3153004,MG,PRATINHA,3153004,,,,5059
3153202,MG,PRESIDENTE JUSCELINO,3153202,,,,5063
3153400,MG,PRESIDENTE OLEGARIO,3153400,,,,5067
3153509,MG,ALTO JEQUITIBA,3153509,,,,5069
3153707,MG,QUARTEL GERAL,3153707,,,,5073
3153905,MG,RAPOSOS,3153905,,,,5077
3154101,MG,RECREIO,3154101,,,,5081
3154309,MG,RESPLENDOR,3154309,,,,5085
3154507,MG,RIACHO DOS MACHADOS,3154507,,,,5089
3154705,MG,RIBEIRAO VERMELHO,3154705,,,,5093
3154804,MG,RIO ACIMA,3154804,,,,5095
3155405,MG,RIO NOVO,3155405,,,,5107
3155603,MG,RIO PARDO DE MINAS,3155603,,,,5111
3155801,MG,RIO POMBA,3155801,,,,5115
3156007,MG,RIO VERMELHO,3156007,,,,5119
3156106,MG,RITAPOLIS,3156106,,,,5121
3156304,MG,RODEIRO,3156304,,,,5125
3156403,MG,ROMARIA,3156403,,,,5127
3156601,MG,RUBIM,3156601,,,,5131
3156809,MG,SABINOPOLIS,3156809,,,,5135
3157005,MG,SALINAS,3157005,,,,5139
3157203,MG,SANTA BARBARA,3157203,,,,5143
3157401,MG,SANTA CRUZ DO ESCALVADO,3157401,,,,5147
3157609,MG,SANTA FE DE MINAS,3157609,,,,5151
3157708,MG,SANTA JULIANA,3157708,,,,5153
3157906,MG,SANTA MARGARIDA,3157906,,,,5157
3158102,MG,SANTA MARIA DO SALTO,3158102,,,,5161
3158300,MG,SANTANA DA VARGEM,3158300,,,,5165
3158508,MG,SANTANA DE PIRAPAMA,3158508,,,,5169
3158706,MG,SANTANA DO GARAMBEU,3158706,,,,5173
3158904,MG,SANTANA DO MANHUACU,3158904,,,,5177
3159100,MG,SANTANA DOS MONTES,3159100,,,,5181
3159209,MG,SANTA RITA DE CALDAS,3159209,,,,5183
3159407,MG,SANTA RITA DE IBITIPOCA,3159407,,,,5187
3159605,MG,SANTA RITA DO SAPUCAI,3159605,,,,5191
3159803,MG,SANTA VITORIA,3159803,,,,5195
3160207,MG,SANTO ANTONIO DO ITAMBE,3160207,,,,5203
3160504,MG,SANTO ANTONIO DO RIO ABAIXO,3160504,,,,5209
3160702,MG,SANTOS DUMONT,3160702,,,,5213
3160900,MG,SAO BRAS DO SUACUI,3160900,,,,5217
3161304,MG,SAO FRANCISCO DE SALES,3161304,,,,5225
3161502,MG,SAO GERALDO,3161502,,,,5229
3161700,MG,SAO GONCALO DO ABAETE,3161700,,,,5233
3162005,MG,SAO GONCALO DO SAPUCAI,3162005,,,,5239
3162401,MG,SAO JOAO DA PONTE,3162401,,,,5247
3162609,MG,SAO JOAO DO ORIENTE,3162609,,,,5251
3162807,MG,SAO JOAO EVANGELISTA,3162807,,,,5255
3163003,MG,SAO JOSE DA SAFIRA,3163003,,,,5259
3163201,MG,SAO JOSE DO ALEGRE,3163201,,,,5263
3163409,MG,SAO JOSE DO GOIABAL,3163409,,,,5267
3163508,MG,SAO JOSE DO JACURI,3163508,,,,5269
3163607,MG,SAO JOSE DO MANTIMENTO,3163607,,,,5271
3163805,MG,SAO MIGUEL DO ANTA,3163805,,,,5275
3164100,MG,SAO PEDRO DO SUACUI,3164100,,,,5281
3164209,MG,SAO ROMAO,3164209,,,,5283
3164605,MG,SAO SEBASTIAO DO OESTE,3164605,,,,5291
3164704,MG,SAO SEBASTIAO DO PARAISO,3164704,,,,5293
3164902,MG,SAO SEBASTIAO DO RIO VERDE,3164902,,,,5297
3165107,MG,SAO TOMAS DE AQUINO,3165107,,,,5301
3165305,MG,SAO VICENTE DE MINAS,3165305,,,,5305
3165701,MG,SENADOR FIRMINO,3165701,,,,5313
3165909,MG,SENADOR MODESTINO GONCALVES,3165909,,,,5317
3166105,MG,SENHORA DO PORTO,3166105,,,,5321
3166204,MG,SENHORA DOS REMEDIOS,3166204,,,,5323
3166402,MG,SERITINGA,3166402,,,,5327
3167004,MG,SERRANOS,3167004,,,,5339
3167202,MG,SETE LAGOAS,3167202,,,,5343
3167608,MG,SIMONESIA,3167608,,,,5351
3168002,MG,TAIOBEIRAS,3168002,,,,5359
3168200,MG,TAPIRAI,3168200,,,,5363
3168408,MG,TARUMIRIM,3168408,,,,5367
3168606,MG,TEOFILO OTONI,3168606,,,,5371
3168804,MG,TIRADENTES,3168804,,,,5375
3169208,MG,TOMBOS,3169208,,,,5383
3169406,MG,TRES PONTAS,3169406,,,,5387
3169802,MG,TURVOLANDIA,3169802,,,,5395
3170008,MG,UBAI,3170008,,,,5399
3170206,MG,UBERLANDIA,3170206,,,,5403
3170404,MG,UNAI,3170404,,,,5407
3170602,MG,VARGEM BONITA,3170602,,,,5411
3170800,MG,VARZEA DA PALMA,3170800,,,,5415
3171006,MG,VAZANTE,3171006,,,,5419
3171105,MG,VERISSIMO,3171105,,,,5423
3171204,MG,VESPASIANO,3171204,,,,5425
3171303,MG,VICOSA,3171303,,,,5427
3171501,MG,MATHIAS LOBATO,3171501,,,,5431
3171600,MG,VIRGEM DA LAPA,3171600,,,,5433
3171808,MG,VIRGINOPOLIS,3171808,,,,5437
3172004,MG,VISCONDE DO RIO BRANCO,3172004,,,,5441
4128633,PR,DOUTOR ULYSSES,4128633,,,,5449
4111258,PR,ITAPERUCU,4111258,,,,5451
4119152,PR,PINHAIS,4119152,,,,5453
4127882,PR,TUNAS DO PARANA,4127882,,,,5455
4119657,PR,PITANGUEIRAS,4119657,,,,5461
4101051,PR,ANAHY,4101051,,,,5463
4110052,PR,IGUATU,4110052,,,,5467
4106571,PR,CRUZEIRO DO IGUACU,4106571,,,,5473
4117057,PR,NOVA LARANJEIRAS,4117057,,,,5479
4122156,PR,RIO BONITO DO IGUACU,4122156,,,,5481
4110656,PR,IRACEMA DO OESTE,4110656,,,,5485
4103479,PR,CAFEZAL DO SUL,4103479,,,,5491
4126272,PR,SAUDADE DO IGUACU,4126272,,,,5493
4115739,PR,MATO RICO,4115739,,,,5503
4123857,PR,SANTA MARIA DO OESTE,4123857,,,,5505
4113429,PR,LIDIANOPOLIS,4113429,,,,5507
4125555,PR,SAO MANOEL DO PARANA,4125555,,,,5515
4128625,PR,ALTO PARAISO,4128625,,,,5523
4121257,PR,RAMILANDIA,4121257,,,,5527
4107538,PR,ENTRE RIOS DO OESTE,4107538,,,,5529
4115853,PR,MERCEDES,4115853,,,,5531
4202453,SC,BOMBINHAS,4202453,,,,5537
4212254,SC,PASSO DE TORRES,4212254,,,,5541
4216354,SC,SAO JOAO DO ITAPERIU,4216354,,,,5551
4203154,SC,CALMON,4203154,,,,5553
4215679,SC,SANTA TEREZINHA,4215679,,,,5555
4219176,SC,VARGEM BONITA,4219176,,,,5565
4210050,SC,MACIEIRA,4210050,,,,5575
4200556,SC,AGUAS FRIAS,4200556,,,,5577
4204350,SC,CORDILHEIRA ALTA,4204350,,,,5579
4208955,SC,JARDINOPOLIS,4208955,,,,5587
4211454,SC,NOVA ITABERABA,4211454,,,,5589
4217758,SC,SUL BRASIL,4217758,,,,5595
4201273,SC,ARABUTA,4201273,,,,5597
3200102,ES,AFONSO CLAUDIO,3200102,,,,5601
3200201,ES,ALEGRE,3200201,,,,5603
3200508,ES,APIACA,3200508,,,,5609
3200706,ES,ATILIO VIVACQUA,3200706,,,,5613
3200904,ES,BARRA DE SAO FRANCISCO,3200904,,,,5617
3201100,ES,BOM JESUS DO NORTE,3201100,,,,5621
3201308,ES,CARIACICA,3201308,,,,5625
3201407,ES,CASTELO,3201407,,,,5627
3201605,ES,CONCEICAO DA BARRA,3201605,,,,5631
3201803,ES,DIVINO DE SAO LOURENCO,3201803,,,,5635
3202009,ES,DORES DO RIO PRETO,3202009,,,,5639
3202405,ES,GUARAPARI,3202405,,,,5647
3202504,ES,IBIRACU,3202504,,,,5649
3202702,ES,ITAGUACU,3202702,,,,5653
3202900,ES,ITARANA,3202900,,,,5657
3203205,ES,LINHARES,3203205,,,,5663
3203502,ES,MONTANHA,3203502,,,,5669
3203700,ES,MUNIZ FREIRE,3203700,,,,5673
3203908,ES,NOVA VENECIA,3203908,,,,5677
3204500,ES,SANTA LEOPOLDINA,3204500,,,,5689
3204609,ES,SANTA TERESA,3204609,,,,5691
3204708,ES,SAO GABRIEL DA PALHA,3204708,,,,5693
3204906,ES,SAO MATEUS,3204906,,,,5697
3205101,ES,VIANA,3205101,,,,5701
3205309,ES,VITORIA,3205309,,,,5705
0000000,ES,DEMAIS MUNICIPIOS,0000000,,,,5706
3203353,ES,MARILANDIA,3203353,,,,5707
3204351,ES,RIO BANANAL,3204351,,,,5711
3203056,ES,JAGUARE,3203056,,,,5713
3204054,ES,PEDRO CANARIO,3204054,,,,5715
3200169,ES,AGUA DOCE DO NORTE,3200169,,,,5717
3200359,ES,ALTO RIO NOVO,3200359,,,,5719
3205036,ES,VARGEM ALTA,3205036,,,,5727
3200136,ES,AGUIA BRANCA,3200136,,,,5733
4204459,SC,CORONEL MARTINS,4204459,,,,5735
4207684,SC,IPUACU,4207684,,,,5737
4212239,SC,PARAISO,4212239,,,,5747
4216255,SC,SAO JOAO DO OESTE,4216255,,,,5753
4313375,RS,NOVA SANTA RITA,4313375,,,,5757
4320677,RS,SINIMBU,4320677,,,,5767
4312252,RS,MINAS DO LEAO,4312252,,,,5773
4300851,RS,ARAMBARE,4300851,,,,5779
4320354,RS,SENTINELA DO SUL,4320354,,,,5781
4311775,RS,MAQUINE,4311775,,,,5783
4323804,RS,XANGRI-LA,4323804,,,,5785
4308854,RS,GENTIL,4308854,,,,5799
3300209,RJ,ARARUAMA,3300209,,,,5803
3300308,RJ,BARRA DO PIRAI,3300308,,,,5805
3300407,RJ,BARRA MANSA,3300407,,,,5807
3300506,RJ,BOM JARDIM,3300506,,,,5809
3300704,RJ,CABO FRIO,3300704,,,,5813
3300902,RJ,CAMBUCI,3300902,,,,5817
3301108,RJ,CANTAGALO,3301108,,,,5821
3301306,RJ,CASIMIRO DE ABREU,3301306,,,,5825
3301504,RJ,CORDEIRO,3301504,,,,5829
3301702,RJ,DUQUE DE CAXIAS,3301702,,,,5833
3301900,RJ,ITABORAI,3301900,,,,5837
3302502,RJ,MAGE,3302502,,,,5849
3302700,RJ,MARICA,3302700,,,,5853
3302908,RJ,MIGUEL PEREIRA,3302908,,,,5857
3303302,RJ,NITEROI,3303302,,,,5865
3303500,RJ,NOVA IGUACU,3303500,,,,5869
3303708,RJ,PARAIBA DO SUL,3303708,,,,5873
3303906,RJ,PETROPOLIS,3303906,,,,5877
3304102,RJ,PORCIUNCULA,3304102,,,,5881
3304300,RJ,RIO BONITO,3304300,,,,5885
3304508,RJ,RIO DAS FLORES,3304508,,,,5889
3304706,RJ,SANTO ANTONIO DE PADUA,3304706,,,,5893
3305109,RJ,SAO JOAO DE MERITI,3305109,,,,5901
3305307,RJ,SAO SEBASTIAO DO ALTO,3305307,,,,5905
3305505,RJ,SAQUAREMA,3305505,,,,5909
3305703,RJ,SUMIDOURO,3305703,,,,5913
3305901,RJ,TRAJANO DE MORAIS,3305901,,,,5917
3306107,RJ,VALENCA,3306107,,,,5921
3306305,RJ,VOLTA REDONDA,3306305,,,,5925
3300258,RJ,ARRAIAL DO CABO,3300258,,,,5927
3302056,RJ,ITALVA,3302056,,,,5929
4312138,RS,MATO CASTELHANO,4312138,,,,5931
4312674,RS,NICOLAU VERGUEIRO,4312674,,,,5937
4317558,RS,SANTO ANTONIO DO PALMA,4317558,,,,5941
4301958,RS,BARRA FUNDA,4301958,,,,5943
4305850,RS,COQUEIROS DO SUL,4305850,,,,5945
4309126,RS,GRAMADO DOS LOUREIROS,4309126,,,,5949
4315552,RS,RIO DOS INDIOS,4315552,,,,5955
4304853,RS,CARLOS GOMES,4304853,,,,5961
4314787,RS,PONTE PRETA,4314787,,,,5967
4300646,RS,AMETISTA DO SUL,4300646,,,,5969
4306429,RS,DOIS IRMAOS DAS MISSOES,4306429,,,,5971
4317954,RS,SANTO EXPEDITO DO SUL,4317954,,,,5977
4322186,RS,TUPANCI DO SUL,4322186,,,,5979
4313086,RS,NOVA PADUA,4313086,,,,5991
4312385,RS,MONTE BELO DO SUL,4312385,,,,5993
3304557,RJ,RIO DE JANEIRO,3304557,,,,6001
0000000,RJ,DEMAIS MUNICIPIOS,0000000,,,,6002
3302254,RJ,ITATIAIA,3302254,,,,6003
3304151,RJ,QUISSAMA,3304151,,,,6007
3202553,ES,IBITIRAMA,3202553,,,,6011
4303673,RS,CAMPESTRE DA SERRA,4303673,,,,6013
4310579,RS,ITAPUCA,4310579,,,,6027
4320453,RS,SERIO,4320453,,,,6035
4314035,RS,PARECI NOVO,4314035,,,,6041
4319356,RS,SAO PEDRO DA SERRA,4319356,,,,6043
4311643,RS,LINHA NOVA,4311643,,,,6047
4322541,RS,VALE REAL,4322541,,,,6049
4313425,RS,NOVO MACHADO,4313425,,,,6057
4318499,RS,SAO JOSE DO INHACORA,4318499,,,,6059
4316477,RS,SALVADOR DAS MISSOES,4316477,,,,6061
4319372,RS,SAO PEDRO DO BUTIA,4319372,,,,6063
4315057,RS,PORTO MAUA,4315057,,,,6065
4301859,RS,BARRA DO GUARITA,4301859,,,,6069
4302378,RS,BOM PROGRESSO,4302378,,,,6071
4321477,RS,TIRADENTES DO SUL,4321477,,,,6077
4304358,RS,CANDIOTA,4304358,,,,6083
4309654,RS,HULHA NEGRA,4309654,,,,6085
5107297,MT,SAO JOSE DO POVO,5107297,,,,6087
3500204,SP,ADOLFO,3500204,,,,6103
3500402,SP,AGUAS DA PRATA,3500402,,,,6107
3500600,SP,AGUAS DE SAO PEDRO,3500600,,,,6111
3500808,SP,ALFREDO MARCONDES,3500808,,,,6115
3501004,SP,ALTINOPOLIS,3501004,,,,6119
3501400,SP,ALVARO DE CARVALHO,3501400,,,,6127
3501608,SP,AMERICANA,3501608,,,,6131
3501806,SP,AMERICO DE CAMPOS,3501806,,,,6135
3502002,SP,ANALANDIA,3502002,,,,6139
3502200,SP,ANGATUBA,3502200,,,,6143
3502408,SP,ANHUMAS,3502408,,,,6147
3502606,SP,APARECIDA D'OESTE,3502606,,,,6151
3502804,SP,ARACATUBA,3502804,,,,6155
3503000,SP,ARAMINA,3503000,,,,6159
3503406,SP,AREALVA,3503406,,,,6167
3503604,SP,AREIOPOLIS,3503604,,,,6171
3503802,SP,ARTUR NOGUEIRA,3503802,,,,6175
3504008,SP,ASSIS,3504008,,,,6179
3504206,SP,AURIFLAMA,3504206,,,,6183
3504404,SP,AVANHANDAVA,3504404,,,,6187
3504602,SP,BADY BASSITT,3504602,,,,6191
3504800,SP,BALSAMO,3504800,,,,6195
3505005,SP,BARAO DE ANTONINA,3505005,,,,6201
3505203,SP,BARIRI,3505203,,,,6203
3505401,SP,BARRA DO TURVO,3505401,,,,6207
3505609,SP,BARRINHA,3505609,,,,6211
3505807,SP,BASTOS,3505807,,,,6215
3506003,SP,BAURU,3506003,,,,6219
3506201,SP,BENTO DE ABREU,3506201,,,,6223
3506607,SP,BIRITIBA-MIRIM,3506607,,,,6231
3506805,SP,BOCAINA,3506805,,,,6235
3507001,SP,BOITUVA,3507001,,,,6239
3507100,SP,BOM JESUS DOS PERDOES,3507100,,,,6241
3507308,SP,BORACEIA,3507308,,,,6245
3507407,SP,BORBOREMA,3507407,,,,6247
3507506,SP,BOTUCATU,3507506,,,,6249
3507902,SP,BROTAS,3507902,,,,6259
3508108,SP,BURITAMA,3508108,,,,6263
3508306,SP,CABRALIA PAULISTA,3508306,,,,6267
3508702,SP,CACONDE,3508702,,,,6275
3508900,SP,CAIABU,3508900,,,,6279
3509106,SP,CAIUA,3509106,,,,6283
3509304,SP,CAJOBI,3509304,,,,6287
3509502,SP,CAMPINAS,3509502,,,,6291
3509700,SP,CAMPOS DO JORDAO,3509700,,,,6295
3509908,SP,CANANEIA,3509908,,,,6299
3510104,SP,CANDIDO RODRIGUES,3510104,,,,6303
3510302,SP,CAPELA DO ALTO,3510302,,,,6307
3510500,SP,CARAGUATATUBA,3510500,,,,6311
3510708,SP,CARDOSO,3510708,,,,6315
3510906,SP,CASSIA DOS COQUEIROS,3510906,,,,6319
3511102,SP,CATANDUVA,3511102,,,,6323
3511300,SP,CEDRAL,3511300,,,,6327
3511508,SP,CERQUILHO,3511508,,,,6331
3511706,SP,CHARQUEADA,3511706,,,,6335
3511904,SP,CLEMENTINA,3511904,,,,6339
3512308,SP,CONCHAS,3512308,,,,6347
3512902,SP,COSMORAMA,3512902,,,,6359
3513108,SP,CRAVINHOS,3513108,,,,6363
3513306,SP,CRUZALIA,3513306,,,,6367
3513504,SP,CUBATAO,3513504,,,,6371
3513702,SP,DESCALVADO,3513702,,,,6375
3513900,SP,DIVINOLANDIA,3513900,,,,6379
3514106,SP,DOIS CORREGOS,3514106,,,,6383
3514304,SP,DOURADO,3514304,,,,6387
3514502,SP,DUARTINA,3514502,,,,6391
3514700,SP,ECHAPORA,3514700,,,,6395
3514908,SP,ELIAS FAUSTO,3514908,,,,6399
3515103,SP,EMBU-GUACU,3515103,,,,6403
3515202,SP,ESTRELA D'OESTE,3515202,,,,6405
3515509,SP,FERNANDOPOLIS,3515509,,,,6411
3515608,SP,FERNANDO PRESTES,3515608,,,,6413
3515707,SP,FERRAZ DE VASCONCELOS,3515707,,,,6415
3515806,SP,FLORA RICA,3515806,,,,6417
3515905,SP,FLOREAL,3515905,,,,6419
3516101,SP,FLORINIA,3516101,,,,6423
3516309,SP,FRANCISCO MORATO,3516309,,,,6427
3516507,SP,GABRIEL MONTEIRO,3516507,,,,6431
3516705,SP,GARCA,3516705,,,,6435
3516903,SP,GENERAL SALGADO,3516903,,,,6439
3517109,SP,GLICERIO,3517109,,,,6443
3517307,SP,GUAIMBE,3517307,,,,6447
3517901,SP,GUARACI,3517901,,,,6459
3518305,SP,GUARAREMA,3518305,,,,6467
3518503,SP,GUAREI,3518503,,,,6471
3518701,SP,GUARUJA,3518701,,,,6475
3518909,SP,GUZOLANDIA,3518909,,,,6479
3519105,SP,IACANGA,3519105,,,,6483
3519501,SP,IBIRAREMA,3519501,,,,6491
3519709,SP,IBIUNA,3519709,,,,6495
3519907,SP,IEPE,3519907,,,,6499
3520103,SP,IGARAPAVA,3520103,,,,6503
3520301,SP,IGUAPE,3520301,,,,6507
3520707,SP,INDIAPORA,3520707,,,,6515
3520905,SP,IPAUSSU,3520905,,,,6519
3521101,SP,IPEUNA,3521101,,,,6523
3521309,SP,IPUA,3521309,,,,6527
3521507,SP,IRAPUA,3521507,,,,6531
3522000,SP,ITAJU,3522000,,,,6541
3522208,SP,ITAPECERICA DA SERRA,3522208,,,,6545
3522604,SP,ITAPIRA,3522604,,,,6553
3523008,SP,ITAPURA,3523008,,,,6561
3523206,SP,ITARARE,3523206,,,,6565
3523404,SP,ITATIBA,3523404,,,,6569
3523602,SP,ITIRAPINA,3523602,,,,6573
3524105,SP,ITUVERAVA,3524105,,,,6583
3524204,SP,JABORANDI,3524204,,,,6585
3524303,SP,JABOTICABAL,3524303,,,,6587
3524501,SP,JACI,3524501,,,,6591
3524709,SP,JAGUARIUNA,3524709,,,,6595
3525102,SP,JARDINOPOLIS,3525102,,,,6603
3525300,SP,JAU,3525300,,,,6607
3525508,SP,JOANOPOLIS,3525508,,,,6611
3526100,SP,JUQUIA,3526100,,,,6623
3526308,SP,LAGOINHA,3526308,,,,6627
3526506,SP,LAVINIA,3526506,,,,6631
3526902,SP,LIMEIRA,3526902,,,,6639
3527009,SP,LINDOIA,3527009,,,,6641
3527207,SP,LORENA,3527207,,,,6645
3527603,SP,LUIS ANTONIO,3527603,,,,6653
3527900,SP,LUTECIA,3527900,,,,6659
3528106,SP,MACAUBAL,3528106,,,,6663
3528304,SP,MAGDA,3528304,,,,6667
3528502,SP,MAIRIPORA,3528502,,,,6671
3528908,SP,MARIAPOLIS,3528908,,,,6679
3529104,SP,MARINOPOLIS,3529104,,,,6683
3529302,SP,MATAO,3529302,,,,6687
3529500,SP,MENDONCA,3529500,,,,6691
3529708,SP,MIGUELOPOLIS,3529708,,,,6695
3530102,SP,MIRANDOPOLIS,3530102,,,,6703
3530300,SP,MIRASSOL,3530300,,,,6707
3530409,SP,MIRASSOLANDIA,3530409,,,,6709
3530706,SP,MOGI GUACU,3530706,,,,6715
3530805,SP,MOJI MIRIM,3530805,,,,6717
3531308,SP,MONTE ALTO,3531308,,,,6727
3531407,SP,MONTE APRAZIVEL,3531407,,,,6729
3531605,SP,MONTE CASTELO,3531605,,,,6733
3531704,SP,MONTEIRO LOBATO,3531704,,,,6735
3532207,SP,NARANDIBA,3532207,,,,6745
3532405,SP,NAZARE PAULISTA,3532405,,,,6749
3532504,SP,NEVES PAULISTA,3532504,,,,6751
3532603,SP,NHANDEARA,3532603,,,,6753
3532702,SP,NIPOA,3532702,,,,6755
3532900,SP,NOVA EUROPA,3532900,,,,6759
3533106,SP,NOVA GUATAPORANGA,3533106,,,,6763
3533700,SP,OCAUCU,3533700,,,,6775
3533908,SP,OLIMPIA,3533908,,,,6779
3534104,SP,ORIENTE,3534104,,,,6783
3534302,SP,ORLANDIA,3534302,,,,6787
3534500,SP,OSCAR BRESSANE,3534500,,,,6791
3534708,SP,OURINHOS,3534708,,,,6795
3534906,SP,PACAEMBU,3534906,,,,6799
3535101,SP,PALMARES PAULISTA,3535101,,,,6803
3535309,SP,PALMITAL,3535309,,,,6807
3535507,SP,PARAGUACU PAULISTA,3535507,,,,6811
3535705,SP,PARAISO,3535705,,,,6815
3535903,SP,PARANAPUA,3535903,,,,6819
3536109,SP,PARDINHO,3536109,,,,6823
3536307,SP,PATROCINIO PAULISTA,3536307,,,,6827
3536505,SP,PAULINIA,3536505,,,,6831
3536901,SP,PEDRANOPOLIS,3536901,,,,6839
3537107,SP,PEDREIRA,3537107,,,,6843
3537305,SP,PENAPOLIS,3537305,,,,6847
3537503,SP,PEREIRAS,3537503,,,,6851
3537701,SP,PIACATU,3537701,,,,6855
3538105,SP,PINDORAMA,3538105,,,,6863
3538303,SP,PIQUEROBI,3538303,,,,6869
3538600,SP,PIRACAIA,3538600,,,,6873
3538808,SP,PIRAJU,3538808,,,,6877
3539004,SP,PIRANGI,3539004,,,,6881
3539301,SP,PIRASSUNUNGA,3539301,,,,6887
3539509,SP,PITANGUEIRAS,3539509,,,,6891
3539806,SP,POA,3539806,,,,6897
3540002,SP,POMPEIA,3540002,,,,6901
3540200,SP,PONTAL,3540200,,,,6905
3540606,SP,PORTO FELIZ,3540606,,,,6913
3540705,SP,PORTO FERREIRA,3540705,,,,6915
3540903,SP,PRADOPOLIS,3540903,,,,6919
3541109,SP,PRESIDENTE ALVES,3541109,,,,6923
3541505,SP,PRESIDENTE VENCESLAU,3541505,,,,6931
3541703,SP,QUATA,3541703,,,,6935
3541901,SP,QUELUZ,3541901,,,,6939
3542107,SP,RAFARD,3542107,,,,6943
3542305,SP,REDENCAO DA SERRA,3542305,,,,6947
3542701,SP,RESTINGA,3542701,,,,6955
